id,hostname,ip,os,cpu,ram_gb,disk_gb,status,uptime_days
2619,server-2619,192.168.129.215,CentOS 8,16,4,100,maintenance,281
2620,server-2620,192.168.233.241,Ubuntu 22.04,32,16,1000,online,88
2621,server-2621,192.168.4.106,Debian 12,16,64,1000,online,137
2622,server-2622,192.168.57.106,Debian 12,4,16,100,maintenance,209
2623,server-2623,192.168.120.96,Debian 12,16,8,2000,online,128
2624,server-2624,192.168.175.234,Debian 12,32,4,2000,maintenance,184
2625,server-2625,192.168.157.5,Debian 12,4,16,2000,online,264
2626,server-2626,192.168.197.5,CentOS 8,8,4,500,online,171
2627,server-2627,192.168.10.223,Windows Server 2022,16,8,2000,online,174
2628,server-2628,192.168.66.100,CentOS 8,2,8,1000,offline,147
2629,server-2629,192.168.54.98,Ubuntu 22.04,32,32,500,offline,358
2630,server-2630,192.168.162.66,Windows Server 2022,32,16,100,online,286
2631,server-2631,192.168.219.70,Debian 12,2,16,100,offline,141
2632,server-2632,192.168.224.236,CentOS 8,32,64,2000,offline,115
2633,server-2633,192.168.233.124,CentOS 8,4,64,1000,online,87
2634,server-2634,192.168.130.1,CentOS 8,2,16,500,offline,144
2635,server-2635,192.168.161.38,Debian 12,8,16,1000,online,79
2636,server-2636,192.168.115.21,Ubuntu 22.04,8,8,100,maintenance,91
2637,server-2637,192.168.149.109,Debian 12,16,64,500,online,295
2638,server-2638,192.168.168.135,Windows Server 2022,8,8,1000,maintenance,329
2639,server-2639,192.168.22.207,Ubuntu 22.04,32,16,100,online,82
2640,server-2640,192.168.167.67,CentOS 8,8,32,500,online,347
2641,server-2641,192.168.181.234,Ubuntu 22.04,4,64,500,maintenance,251
2642,server-2642,192.168.61.70,Windows Server 2022,4,64,1000,maintenance,204
2643,server-2643,192.168.67.9,Ubuntu 22.04,16,32,2000,maintenance,123
2644,server-2644,192.168.140.57,CentOS 8,2,32,2000,offline,70
2645,server-2645,192.168.58.237,Debian 12,8,8,500,maintenance,22
2646,server-2646,192.168.81.11,Ubuntu 22.04,2,16,1000,maintenance,217
2647,server-2647,192.168.97.83,Debian 12,16,4,2000,offline,148
2648,server-2648,192.168.212.63,CentOS 8,32,8,1000,offline,325
2649,server-2649,192.168.214.47,Ubuntu 22.04,32,4,100,offline,360
2650,server-2650,192.168.174.242,Debian 12,2,64,1000,maintenance,54
2651,server-2651,192.168.169.75,Windows Server 2022,4,32,1000,offline,306
2652,server-2652,192.168.248.6,CentOS 8,16,32,1000,online,188
2653,server-2653,192.168.39.207,CentOS 8,4,64,100,maintenance,179
2654,server-2654,192.168.161.230,CentOS 8,32,32,100,maintenance,130
2655,server-2655,192.168.137.191,Debian 12,2,32,2000,online,36
2656,server-2656,192.168.68.200,Ubuntu 22.04,2,8,500,offline,13
2657,server-2657,192.168.135.208,Debian 12,4,4,500,online,65
2658,server-2658,192.168.81.99,Debian 12,16,8,100,online,162
2659,server-2659,192.168.122.82,Ubuntu 22.04,8,4,2000,offline,65
2660,server-2660,192.168.225.115,Ubuntu 22.04,2,16,100,maintenance,158
2661,server-2661,192.168.183.74,Debian 12,2,32,500,online,50
2662,server-2662,192.168.228.85,Debian 12,16,64,500,online,314
2663,server-2663,192.168.243.91,CentOS 8,8,16,500,online,214
2664,server-2664,192.168.41.8,Ubuntu 22.04,32,64,2000,offline,85
2665,server-2665,192.168.14.178,Windows Server 2022,16,64,500,online,32
2666,server-2666,192.168.223.37,Ubuntu 22.04,2,64,1000,offline,298
2667,server-2667,192.168.218.145,Windows Server 2022,8,64,2000,offline,75
2668,server-2668,192.168.89.133,Windows Server 2022,2,4,2000,online,300
2669,server-2669,192.168.140.108,Ubuntu 22.04,4,32,100,offline,316
2670,server-2670,192.168.199.54,Ubuntu 22.04,2,16,2000,maintenance,69
2671,server-2671,192.168.219.245,Ubuntu 22.04,2,4,500,online,337
2672,server-2672,192.168.181.215,Windows Server 2022,4,64,2000,online,95
2673,server-2673,192.168.181.27,Ubuntu 22.04,32,4,1000,offline,0
2674,server-2674,192.168.211.55,Windows Server 2022,8,32,2000,online,218
2675,server-2675,192.168.58.120,Windows Server 2022,16,16,2000,offline,6
2676,server-2676,192.168.56.73,Debian 12,8,4,100,online,111
2677,server-2677,192.168.107.5,Ubuntu 22.04,32,16,100,online,352
2678,server-2678,192.168.91.172,Ubuntu 22.04,4,32,100,maintenance,77
2679,server-2679,192.168.242.190,Debian 12,32,4,500,online,205
2680,server-2680,192.168.254.217,Windows Server 2022,2,32,100,maintenance,157
2681,server-2681,192.168.194.110,Debian 12,16,8,500,online,184
2682,server-2682,192.168.178.13,Debian 12,8,8,500,online,346
2683,server-2683,192.168.216.127,Debian 12,8,32,100,maintenance,216
2684,server-2684,192.168.10.53,Debian 12,32,4,500,offline,155
2685,server-2685,192.168.37.13,Windows Server 2022,32,32,100,maintenance,158
2686,server-2686,192.168.58.34,Debian 12,32,64,100,online,130
2687,server-2687,192.168.188.252,CentOS 8,8,64,500,offline,21
2688,server-2688,192.168.66.28,CentOS 8,2,8,500,offline,175
2689,server-2689,192.168.7.170,Ubuntu 22.04,2,16,500,offline,240
2690,server-2690,192.168.207.78,Debian 12,32,32,500,maintenance,25
2691,server-2691,192.168.73.18,Windows Server 2022,16,4,500,online,51
2692,server-2692,192.168.57.213,Ubuntu 22.04,2,4,500,maintenance,57
2693,server-2693,192.168.166.247,Windows Server 2022,8,4,100,maintenance,125
2694,server-2694,192.168.1.167,CentOS 8,8,4,100,online,287
2695,server-2695,192.168.209.71,Ubuntu 22.04,2,64,1000,offline,21
2696,server-2696,192.168.27.36,Ubuntu 22.04,2,64,2000,maintenance,319
2697,server-2697,192.168.218.31,Ubuntu 22.04,16,64,2000,online,267
2698,server-2698,192.168.126.187,Ubuntu 22.04,16,4,500,offline,76
2699,server-2699,192.168.4.89,CentOS 8,32,64,1000,maintenance,276
2700,server-2700,192.168.54.12,Debian 12,4,16,100,offline,73
2701,server-2701,192.168.66.77,Ubuntu 22.04,32,32,500,maintenance,161
2702,server-2702,192.168.175.163,Debian 12,4,64,2000,maintenance,218
2703,server-2703,192.168.254.48,Debian 12,4,32,500,maintenance,333
2704,server-2704,192.168.2.236,CentOS 8,16,16,2000,online,21
2705,server-2705,192.168.22.2,CentOS 8,2,16,500,online,302
2706,server-2706,192.168.130.7,Debian 12,32,64,100,maintenance,348
2707,server-2707,192.168.5.87,Ubuntu 22.04,32,4,2000,maintenance,220
2708,server-2708,192.168.66.127,CentOS 8,16,64,100,maintenance,198
2709,server-2709,192.168.231.242,CentOS 8,2,64,1000,online,331
2710,server-2710,192.168.163.192,Debian 12,32,32,100,online,332
2711,server-2711,192.168.103.13,Ubuntu 22.04,8,4,100,online,286
2712,server-2712,192.168.69.225,Debian 12,4,32,100,maintenance,187
2713,server-2713,192.168.74.159,CentOS 8,16,8,100,offline,84
2714,server-2714,192.168.224.99,Debian 12,4,4,100,online,253
2715,server-2715,192.168.28.8,Windows Server 2022,32,4,2000,offline,265
2716,server-2716,192.168.119.217,Ubuntu 22.04,32,64,2000,offline,241
2717,server-2717,192.168.4.201,Ubuntu 22.04,4,4,2000,offline,162
2718,server-2718,192.168.135.33,Ubuntu 22.04,4,4,2000,maintenance,41
2719,server-2719,192.168.182.28,CentOS 8,4,4,100,maintenance,138
2720,server-2720,192.168.113.220,CentOS 8,16,32,100,offline,182
2721,server-2721,192.168.159.158,Debian 12,4,32,100,online,336
2722,server-2722,192.168.200.242,Windows Server 2022,32,64,1000,online,329
2723,server-2723,192.168.202.11,Ubuntu 22.04,2,8,1000,maintenance,246
2724,server-2724,192.168.53.205,Windows Server 2022,16,32,1000,online,60
2725,server-2725,192.168.218.235,Debian 12,16,8,1000,maintenance,160
2726,server-2726,192.168.211.188,Ubuntu 22.04,16,64,1000,maintenance,341
2727,server-2727,192.168.57.225,Ubuntu 22.04,16,64,500,offline,7
2728,server-2728,192.168.56.103,Ubuntu 22.04,4,8,500,online,271
2729,server-2729,192.168.75.100,Debian 12,32,8,1000,maintenance,102
2730,server-2730,192.168.12.223,CentOS 8,16,8,500,maintenance,133
2731,server-2731,192.168.174.41,Debian 12,32,8,100,offline,86
2732,server-2732,192.168.207.199,Windows Server 2022,2,16,500,online,20
2733,server-2733,192.168.13.143,Ubuntu 22.04,16,32,2000,offline,48
2734,server-2734,192.168.227.101,Windows Server 2022,16,32,1000,offline,41
2735,server-2735,192.168.72.76,Debian 12,32,32,1000,offline,303
2736,server-2736,192.168.35.136,CentOS 8,2,32,500,offline,66
2737,server-2737,192.168.90.113,Debian 12,8,8,100,offline,243
2738,server-2738,192.168.63.95,Debian 12,32,64,500,maintenance,156
2739,server-2739,192.168.228.250,CentOS 8,4,16,500,maintenance,7
2740,server-2740,192.168.233.75,CentOS 8,4,16,100,offline,93
2741,server-2741,192.168.88.110,CentOS 8,8,16,2000,online,79
2742,server-2742,192.168.145.241,Ubuntu 22.04,4,32,2000,offline,303
2743,server-2743,192.168.153.39,CentOS 8,8,32,500,maintenance,13
2744,server-2744,192.168.57.57,CentOS 8,32,8,1000,maintenance,89
2745,server-2745,192.168.203.207,Ubuntu 22.04,2,32,100,offline,224
2746,server-2746,192.168.141.138,Ubuntu 22.04,16,8,2000,online,64
2747,server-2747,192.168.171.203,Windows Server 2022,32,32,100,offline,250
2748,server-2748,192.168.177.79,Ubuntu 22.04,16,8,2000,offline,280
2749,server-2749,192.168.240.180,Ubuntu 22.04,16,32,1000,maintenance,349
2750,server-2750,192.168.252.118,Debian 12,2,32,100,offline,58
2751,server-2751,192.168.215.243,Ubuntu 22.04,2,32,1000,offline,199
2752,server-2752,192.168.45.52,Debian 12,4,64,500,online,234
2753,server-2753,192.168.49.123,CentOS 8,4,16,500,maintenance,22
2754,server-2754,192.168.127.5,CentOS 8,4,64,1000,online,70
2755,server-2755,192.168.73.250,Windows Server 2022,16,64,1000,online,16
2756,server-2756,192.168.190.93,Ubuntu 22.04,16,8,500,online,287
2757,server-2757,192.168.221.217,Windows Server 2022,2,16,100,maintenance,171
2758,server-2758,192.168.62.46,Windows Server 2022,2,4,100,online,176
2759,server-2759,192.168.244.149,CentOS 8,4,4,500,offline,159
2760,server-2760,192.168.52.64,Windows Server 2022,2,64,100,online,31
2761,server-2761,192.168.179.64,Windows Server 2022,32,16,100,maintenance,281
2762,server-2762,192.168.28.117,Ubuntu 22.04,8,4,2000,online,185
2763,server-2763,192.168.236.57,CentOS 8,32,4,100,online,71
2764,server-2764,192.168.58.217,CentOS 8,8,8,500,maintenance,33
2765,server-2765,192.168.48.236,Windows Server 2022,8,8,2000,offline,149
2766,server-2766,192.168.39.182,Debian 12,16,16,500,online,217
2767,server-2767,192.168.158.6,Debian 12,4,32,2000,online,18
2768,server-2768,192.168.139.191,Windows Server 2022,2,32,100,online,106
2769,server-2769,192.168.82.1,Debian 12,32,8,500,offline,158
2770,server-2770,192.168.215.37,Debian 12,2,16,1000,online,210
2771,server-2771,192.168.114.70,Windows Server 2022,2,16,1000,online,219
2772,server-2772,192.168.92.16,Ubuntu 22.04,2,32,100,online,283
2773,server-2773,192.168.152.172,Windows Server 2022,4,64,1000,offline,318
2774,server-2774,192.168.26.127,Windows Server 2022,32,4,100,offline,119
2775,server-2775,192.168.136.159,CentOS 8,4,4,500,maintenance,256
2776,server-2776,192.168.12.211,CentOS 8,32,32,500,online,299
2777,server-2777,192.168.44.86,Debian 12,2,16,100,maintenance,276
2778,server-2778,192.168.195.12,Ubuntu 22.04,16,8,2000,online,335
2779,server-2779,192.168.63.5,Debian 12,4,8,1000,maintenance,67
2780,server-2780,192.168.205.2,CentOS 8,8,4,100,online,97
2781,server-2781,192.168.104.183,Ubuntu 22.04,8,4,2000,offline,148
2782,server-2782,192.168.22.113,Ubuntu 22.04,2,8,1000,online,5
2783,server-2783,192.168.5.153,Ubuntu 22.04,4,4,2000,offline,33
2784,server-2784,192.168.76.25,CentOS 8,16,64,2000,offline,107
2785,server-2785,192.168.40.11,Windows Server 2022,32,32,1000,maintenance,0
2786,server-2786,192.168.196.136,Debian 12,16,8,500,offline,322
2787,server-2787,192.168.15.62,Ubuntu 22.04,16,4,500,maintenance,245
2788,server-2788,192.168.66.206,Windows Server 2022,16,64,1000,offline,165
2789,server-2789,192.168.18.150,Ubuntu 22.04,32,8,1000,maintenance,225
2790,server-2790,192.168.70.230,Ubuntu 22.04,32,8,2000,maintenance,336
2791,server-2791,192.168.111.173,Ubuntu 22.04,2,16,100,maintenance,251
2792,server-2792,192.168.158.26,Debian 12,2,4,500,online,207
2793,server-2793,192.168.9.37,Windows Server 2022,2,16,1000,online,247
2794,server-2794,192.168.9.88,Debian 12,32,16,100,maintenance,85
2795,server-2795,192.168.19.152,Ubuntu 22.04,8,64,1000,maintenance,9
2796,server-2796,192.168.100.73,CentOS 8,4,32,500,online,265
2797,server-2797,192.168.156.95,Windows Server 2022,8,4,2000,online,148
2798,server-2798,192.168.90.37,Windows Server 2022,16,64,1000,offline,95
2799,server-2799,192.168.13.55,CentOS 8,4,16,1000,maintenance,352
2800,server-2800,192.168.68.197,Debian 12,8,32,1000,offline,46
2801,server-2801,192.168.133.64,Windows Server 2022,4,32,1000,maintenance,111
2802,server-2802,192.168.149.235,CentOS 8,8,16,500,maintenance,201
2803,server-2803,192.168.7.137,Ubuntu 22.04,16,4,100,offline,14
2804,server-2804,192.168.93.75,Debian 12,16,64,1000,maintenance,183
2805,server-2805,192.168.83.80,Debian 12,4,4,1000,maintenance,68
2806,server-2806,192.168.49.108,CentOS 8,8,64,500,online,134
2807,server-2807,192.168.50.143,Debian 12,16,64,2000,maintenance,32
2808,server-2808,192.168.82.186,CentOS 8,32,64,1000,online,280
2809,server-2809,192.168.125.85,CentOS 8,16,8,500,online,243
2810,server-2810,192.168.195.229,Ubuntu 22.04,8,16,500,maintenance,217
2811,server-2811,192.168.229.101,Ubuntu 22.04,16,64,100,online,257
2812,server-2812,192.168.237.222,CentOS 8,32,16,2000,online,8
2813,server-2813,192.168.51.113,Windows Server 2022,8,8,2000,offline,171
2814,server-2814,192.168.177.176,Ubuntu 22.04,2,16,2000,offline,279
2815,server-2815,192.168.218.1,Windows Server 2022,32,16,2000,online,139
2816,server-2816,192.168.162.119,Windows Server 2022,16,8,100,offline,13
2817,server-2817,192.168.75.13,Debian 12,16,32,100,online,222
2818,server-2818,192.168.125.191,Debian 12,16,32,1000,online,9
2819,server-2819,192.168.232.194,Windows Server 2022,2,8,2000,maintenance,115
2820,server-2820,192.168.147.207,Windows Server 2022,2,4,2000,offline,208
2821,server-2821,192.168.138.100,Windows Server 2022,16,16,100,offline,32
2822,server-2822,192.168.159.3,Ubuntu 22.04,32,16,2000,offline,98
2823,server-2823,192.168.67.77,Windows Server 2022,4,16,100,maintenance,180
2824,server-2824,192.168.196.212,Windows Server 2022,2,4,1000,online,15
2825,server-2825,192.168.191.196,Windows Server 2022,2,8,500,online,350
2826,server-2826,192.168.229.201,CentOS 8,32,64,100,offline,44
2827,server-2827,192.168.236.59,Debian 12,32,8,500,offline,340
2828,server-2828,192.168.216.139,Windows Server 2022,2,8,1000,maintenance,71
2829,server-2829,192.168.52.78,Windows Server 2022,16,32,100,maintenance,164
2830,server-2830,192.168.227.42,Ubuntu 22.04,16,4,1000,maintenance,331
2831,server-2831,192.168.140.113,Windows Server 2022,4,64,1000,online,356
2832,server-2832,192.168.181.83,CentOS 8,4,64,2000,online,265
2833,server-2833,192.168.55.237,Windows Server 2022,8,8,2000,offline,213
2834,server-2834,192.168.107.19,Ubuntu 22.04,16,32,100,online,258
2835,server-2835,192.168.131.200,CentOS 8,2,16,100,online,321
2836,server-2836,192.168.15.116,Ubuntu 22.04,4,64,500,maintenance,8
2837,server-2837,192.168.55.158,CentOS 8,2,4,2000,online,25
2838,server-2838,192.168.168.154,CentOS 8,8,32,1000,maintenance,327
2839,server-2839,192.168.135.80,Windows Server 2022,32,16,1000,maintenance,214
2840,server-2840,192.168.160.138,CentOS 8,16,8,1000,online,19
2841,server-2841,192.168.85.175,Debian 12,32,4,100,online,168
2842,server-2842,192.168.65.179,Debian 12,8,4,1000,online,17
2843,server-2843,192.168.95.217,Windows Server 2022,16,8,500,online,73
2844,server-2844,192.168.181.72,Ubuntu 22.04,16,8,100,maintenance,161
2845,server-2845,192.168.208.146,Debian 12,2,64,2000,online,35
2846,server-2846,192.168.216.185,CentOS 8,32,32,2000,offline,104
2847,server-2847,192.168.17.58,Debian 12,8,64,1000,online,120
2848,server-2848,192.168.129.182,CentOS 8,16,4,100,online,160
2849,server-2849,192.168.37.234,CentOS 8,16,16,2000,online,299
2850,server-2850,192.168.108.9,Windows Server 2022,8,4,2000,maintenance,51
2851,server-2851,192.168.181.143,CentOS 8,2,16,500,maintenance,308
2852,server-2852,192.168.116.72,Debian 12,16,4,100,online,324
2853,server-2853,192.168.144.77,CentOS 8,8,16,2000,maintenance,226
2854,server-2854,192.168.78.126,Debian 12,16,32,100,online,296
2855,server-2855,192.168.220.178,Debian 12,16,64,1000,offline,75
2856,server-2856,192.168.50.202,CentOS 8,8,32,500,online,145
2857,server-2857,192.168.78.191,Ubuntu 22.04,32,64,2000,online,340
2858,server-2858,192.168.173.205,Ubuntu 22.04,4,16,100,offline,159
2859,server-2859,192.168.231.106,Windows Server 2022,16,64,1000,online,318
2860,server-2860,192.168.33.94,Debian 12,2,32,2000,offline,233
2861,server-2861,192.168.220.249,Debian 12,32,32,1000,online,202
2862,server-2862,192.168.86.42,Ubuntu 22.04,16,32,100,online,186
2863,server-2863,192.168.148.39,CentOS 8,32,8,1000,online,333
2864,server-2864,192.168.36.214,Ubuntu 22.04,32,32,2000,offline,341
2865,server-2865,192.168.163.75,Debian 12,2,32,100,offline,227
2866,server-2866,192.168.12.93,Ubuntu 22.04,4,4,500,offline,40
2867,server-2867,192.168.81.134,Windows Server 2022,32,64,500,maintenance,15
2868,server-2868,192.168.95.100,Ubuntu 22.04,2,32,2000,maintenance,296
2869,server-2869,192.168.196.109,CentOS 8,16,32,1000,online,314
2870,server-2870,192.168.5.137,Windows Server 2022,2,16,100,maintenance,150
2871,server-2871,192.168.178.195,Ubuntu 22.04,8,16,2000,online,74
2872,server-2872,192.168.203.179,Debian 12,32,8,1000,offline,286
2873,server-2873,192.168.223.229,Debian 12,32,32,100,maintenance,201
2874,server-2874,192.168.164.2,Debian 12,2,8,100,maintenance,267
2875,server-2875,192.168.219.184,Ubuntu 22.04,32,32,100,offline,13
2876,server-2876,192.168.49.99,CentOS 8,8,64,1000,online,93
2877,server-2877,192.168.217.139,Ubuntu 22.04,16,64,2000,online,328
2878,server-2878,192.168.207.84,Debian 12,8,4,2000,offline,185
2879,server-2879,192.168.77.27,Windows Server 2022,16,16,2000,offline,333
2880,server-2880,192.168.122.163,Debian 12,16,64,2000,offline,49
2881,server-2881,192.168.54.142,Debian 12,32,64,2000,maintenance,255
2882,server-2882,192.168.22.31,Ubuntu 22.04,2,16,1000,offline,129
2883,server-2883,192.168.61.173,Debian 12,8,32,500,maintenance,122
2884,server-2884,192.168.137.62,Windows Server 2022,4,32,1000,online,318
2885,server-2885,192.168.153.18,Debian 12,32,8,1000,maintenance,221
2886,server-2886,192.168.106.171,Windows Server 2022,32,32,100,offline,97
2887,server-2887,192.168.246.212,Debian 12,32,32,100,maintenance,126
2888,server-2888,192.168.141.54,Ubuntu 22.04,4,4,500,maintenance,54
2889,server-2889,192.168.76.159,Ubuntu 22.04,16,16,1000,offline,283
2890,server-2890,192.168.47.160,Debian 12,8,8,1000,maintenance,185
2891,server-2891,192.168.148.121,Windows Server 2022,2,8,500,online,221
2892,server-2892,192.168.28.103,Ubuntu 22.04,4,32,100,online,32
2893,server-2893,192.168.134.181,CentOS 8,8,32,1000,online,309
2894,server-2894,192.168.176.119,Debian 12,32,8,2000,online,251
2895,server-2895,192.168.235.236,Debian 12,16,8,100,online,350
2896,server-2896,192.168.68.8,Windows Server 2022,2,32,2000,online,161
2897,server-2897,192.168.172.145,Windows Server 2022,4,64,500,offline,91
2898,server-2898,192.168.42.42,CentOS 8,8,64,100,maintenance,75
2899,server-2899,192.168.245.24,CentOS 8,16,8,100,offline,244
2900,server-2900,192.168.165.254,Windows Server 2022,32,16,2000,offline,278
2901,server-2901,192.168.245.233,Windows Server 2022,32,32,500,online,287
2902,server-2902,192.168.103.31,Ubuntu 22.04,4,8,1000,offline,215
